,words,ner_tags,bio
201,"['gorilla', 'are', 'not', 'meat', 'eater', '..', 'the', 'gorilla', 'diet', 'is', 'mainly', 'vegetarian', 'which', 'includes', 'fruit', 'bamboo', 'shoot', 'and', 'plant', 'stem', 'they', 'also', 'rarely', 'drink', 'water', 'a', 'they', 'can', 'get', 'all', 'they', 'need', 'from', 'the', 'food', 'they', 'consume', 'adult', 'gorilla', 'can', 'eat', 'up', 'to', '30kg', 'of', 'food', 'each', 'day']","[1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0]","['B-AN', 'O', 'O', 'O', 'O', 'O', 'O', 'B-AN', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-AN', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
202,"['they', 'have', 'a', 'large', 'repertoire', '..', 'gorilla', 'communicate', 'in', 'a', 'variety', 'of', 'way', 'which', 'also', 'includes', '25', 'different', 'sound', 'from', 'belch', 'to', 'scream', 'to', 'warning', 'call', 'singing', 'and', 'chuckle', '4']","[0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","['O', 'O', 'O', 'O', 'O', 'O', 'B-AN', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
203,"['there', 'is', 'no', 'clearly', 'defined', 'mating', 'season', '..', 'gorilla', 'can', 'mate', 'any', 'time', 'of', 'the', 'year', 'female', 'mature', 'between', '10', 'and', '12', 'year', 'of', 'age', 'and', 'male', 'mature', 'between', '11', 'and', '13', 'year', 'the', 'gestation', 'period', 'is', 'roughly', '8', 'and-a-half', 'month']","[0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-AN', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
204,"['the', 'mother', 'and', 'baby', 'gorilla', 'spend', 'a', 'lot', 'of', 'time', 'together', '..', 'a', 'newborn', 'gorilla', 'will', 'weigh', 'between', 'three', 'and', 'four', 'pound', 'the', 'mother', 'will', 'carry', 'it', 'around', 'against', 'her', 'chest', 'for', 'a', 'number', 'of', 'month', 'until', 'the', 'baby', 'can', 'hang', 'on', 'to', 'her', 'back']","[0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","['O', 'O', 'O', 'O', 'B-AN', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-AN', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
205,"['the', 'young', 'gorilla', 'learns', 'fast', '..', 'a', 'baby', 'gorilla', 'will', 'learn', 'how', 'to', 'walk', 'by', 'the', 'time', 'it', 'reach', 'six', 'month', 'of', 'age', 'and', 'it', 'will', 'be', 'able', 'to', 'follow', 'it', 'mother', 'for', 'short', 'distance', 'once', 'it', 'get', 'to', '18', 'month', 'of', 'age', 'riding', 'on', 'mom', '’', 's', 'back', 'is', 'the', 'safest', 'place', 'for', 'the', 'baby', 'even', 'at', 'this', 'point', 'in', 'it', 'life', 'it', 'will', 'stay', 'with', 'it', 'mother', 'until', 'it', 'is', 'four', 'to', 'six', 'year', 'of', 'age', 'sharing', 'her', 'nest', 'all', 'the', 'while']","[0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","['O', 'O', 'B-AN', 'O', 'O', 'O', 'O', 'O', 'B-AN', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
206,"['the', 'young', 'gorilla', 'continue', 'learning', 'a', 'they', 'grow', '..', 'young', 'gorilla', 'will', 'learn', 'just', 'by', 'imitating', 'what', 'it', 'see', 'others', 'around', 'him', 'or', 'her', 'doing', 'in', 'fact', 'this', 'is', 'how', 'a', 'young', 'gorilla', 'will', 'pick', 'up', 'many', 'different', 'action', 'and', 'will', 'act', 'them', 'out', 'in', 'play', 'fight', 'with', 'other', 'young', 'gorilla']","[0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1]","['O', 'O', 'B-AN', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-AN', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-AN', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-AN']"
207,"['gorilla', 'are', 'always', 'on', 'the', 'move', '..', 'a', 'group', 'of', 'gorilla', 'is', 'called', 'a', 'troop', 'the', 'troop', 'will', 'not', 'spend', 'more', 'than', 'a', 'day', 'in', 'the', 'same', 'place', 'and', 'it', 'is', 'believed', 'that', 'this', 'is', 'to', 'allow', 'food', 'to', 'replenish', 'itself', 'after', 'the', 'troop', 'move', 'to', 'another', 'location', 'the', 'new', 'location', 'is', 'picked', 'by', 'a', 'silverback', 'gorilla', 'which', 'is', 'more', 'or', 'less', 'the', 'leader', 'of', 'that', 'troop', 'food', 'is', 'the', 'determining', 'factor', 'a', 'to', 'where', 'the', 'gorilla', 'will', 'move', 'today', 'and', 'tomorrow']","[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0]","['B-AN', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-AN', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-AN', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-AN', 'O', 'O', 'O', 'O', 'O']"
208,"['gorilla', 'building', 'is', 'believed', 'to', 'be', 'more', 'than', 'just', 'art', '..', 'nest', 'building', 'by', 'gorilla', 'is', 'no', 'longer', 'looked', 'upon', 'by', 'researcher', 'a', 'just', 'being', 'a', 'fine', 'example', 'of', 'animal', 'architecture', 'they', 'are', 'now', 'saying', 'that', 'nest', 'building', 'demonstrates', 'great', 'tool', 'use', 'by', 'the', 'primate']","[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","['B-AN', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-AN', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
209,"['gorilla', 'are', 'poor', 'swimmer', '..', 'a', 'they', 'are', 'unable', 'to', 'swim', 'naturally', 'gorilla', 'will', 'avoid', 'river', 'and', 'large', 'body', 'of', 'water']","[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0]","['B-AN', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-AN', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
210,"['female', 'harpy', 'eagle', 'can', 'pick', 'up', 'and', 'fly', 'holding', 'prey', 'nearly', 'the', 'same', 'weight', 'a', 'them', 'adult', 'female', 'harpy', 'are', 'able', 'to', 'talon', 'and', 'grab', 'large', 'howler', 'or', 'spider', 'monkey', 'and', 'sloth', 'weighing', 'between', '6', '–', '9', 'kg', '13', 'to', '20', 'lb', 'from', 'tree', 'and', 'fly', 'off', 'with', 'them', '–', 'all', 'without', 'landing']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-AN', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
211,"['hippo', 'are', 'the', 'deadliest', 'large', 'land', 'animal', 'on', 'the', 'planet', 'the', 'hippopotamus', 'is', 'one', 'of', 'the', 'most', 'dangerous', 'animal', 'in', 'the', 'world', 'killing', 'an', 'estimated', '500', 'people', 'a', 'year', 'in', 'africa']","[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","['B-AN', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
212,"['hippo', 'love', 'the', 'water', 'the', 'hippopotamus', 'is', 'a', 'semi-aquatic', 'mammal', 'this', 'mean', 'that', 'even', 'though', 'they', 'are', 'a', 'mammal', 'like', 'human', 'dog', 'cat', 'and', 'other', 'similar', 'specie', 'they', 'spend', 'a', 'majority', 'of', 'their', 'life', 'in', 'the', 'water', 'their', 'historic', 'habitat', 'even', 'included', 'the', 'nile', 'river']","[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","['B-AN', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-AN', 'I-AN', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
213,"['the', 'hippo', 'is', 'a', 'victim', 'of', 'ivory', 'poaching', 'when', 'you', 'think', 'about', 'poaching', 'and', 'ivory', 'you', 'probably', 'think', 'about', 'rhino', 'and', 'elephant', 'however', 'the', 'hippopotamus', 'is', 'also', 'a', 'victim', 'of', 'this', 'crime', 'which', 'is', 'another', 'reason', 'aside', 'from', 'habitat', 'loss', 'that', 'they', 'are', 'endangered']","[0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","['O', 'B-AN', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-AN', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
214,"['they', 'can', 'eat', 'around', '35', 'kg', 'of', 'grass', 'in', 'a', 'single', 'night…every', 'night', 'ever', 'heard', 'the', 'saying', '“', 'hungry', 'a', 'a', 'hippo', '”', 'there', 'is', 'more', 'truth', 'to', 'that', 'than', 'meet', 'the', 'eye']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-AN', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
215,"['hippo', 'can', 'open', 'their', 'mouth', 'at', 'almost', '180', 'degree', 'hippo', 'can', 'open', 'their', 'mouth', 'over', '50cms', 'wide', 'and', 'their', 'jaw', 'hinge', 'is', 'located', 'far', 'back', 'allowing', 'them', 'to', 'open', 'at', 'almost', '180', 'degree']","[1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","['B-AN', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-AN', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
216,"['predator', 'are', 'only', 'really', 'a', 'threat', 'when', 'a', 'hippo', 'is', 'alone', 'taking', 'a', 'quick', 'look', 'out', 'our', 'hippopotamus', 'profile', 'you', 'will', 'notice', 'that', 'these', 'mostly', 'water', 'dweller', 'have', 'quite', 'a', 'few', 'predator', 'both', 'in', 'the', 'water', 'and', 'on', 'land', 'from', 'big', 'cat', 'to', 'hyena', 'to', 'crocodile', 'there', 'are', 'many', 'animal', 'that', 'pose', 'a', 'threat', 'to', 'the', 'hippopotamus']","[0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-AN', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-AN', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
217,"['hippo', 'can', 'not', 'swim', 'the', 'most', 'surprising', 'fact', 'of', 'them', 'all', 'hippo', 'can', 'not', 'swim']","[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0]","['B-AN', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-AN', 'O', 'O', 'O']"
218,"['they', 'weigh', 'a', 'much', 'a', 'a', 'car', 'adult', 'male', 'hippo', 'can', 'weigh', 'about', '3,300-pounds', 'with', 'female', 'reaching', '2,800-pounds', 'very', 'large', 'male', 'can', 'grow', 'to', '4,400-pounds', 'with', 'exceptional', 'large', 'one', 'reaching', '5,800-pounds']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-AN', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
219,"['a', 'hippo', 'can', 'live', 'to', 'become', 'a', 'senior', 'citizen', 'the', 'average', 'lifespan', 'of', 'a', 'hippopotamus', 'is', 'between', '40', 'and', '50', 'year']","[0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","['O', 'B-AN', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
220,"['hippo', 'can', 'be', 'traced', 'back', 'about', '52-million', 'year', 'ago', 'a', 'total', 'of', 'six', 'specie', 'of', 'hippopotamus', 'are', 'extinct', 'with', 'three', 'of', 'them', 'being', 'subspecies', 'of', 'the', 'malagasy', 'hippopotamus']","[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","['B-AN', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
221,"['hippo', 'engage', 'in', '‘', 'muck-spreading', '’', 'this', 'involves', 'marking', 'territory', 'with', 'their', 'own', 'faeces', '–', 'by', 'spinning', 'their', 'tail', 'which', 'act', 'a', 'a', 'fan', 'to', 'spread', 'their', 'faeces', 'over', 'a', 'greater', 'area']","[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","['B-AN', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
222,"['they', 'can', 'sleep', 'underwater', 'hippo', 'are', 'able', 'to', 'sleep', 'while', 'fully', 'submerged', 'underwater', 'intermittently', 'surfacing', 'to', 'the', 'surfce', 'using', 'a', 'reflex', 'that', 'allows', 'them', 'to', 'take', 'a', 'breath', 'before', 'sinking', 'back', 'down', '–', 'without', 'waking', 'up']","[0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","['O', 'O', 'O', 'O', 'B-AN', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
223,"['the', 'iucn', 'list', 'hippo', 'a', 'vulnerable', 'hippo', 'are', 'thought', 'to', 'have', 'a', 'stable', 'population', 'estimated', 'between', '115,000', 'and', '130,000', 'animal']","[0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","['O', 'O', 'O', 'B-AN', 'O', 'O', 'B-AN', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
224,"['they', 'will', 'take', 'on', 'an', 'elephant', 'or', 'rhino', 'when', 'a', 'honey', 'badger', 'is', 'cornered', 'or', 'perceives', 'an', 'animal', 'a', 'a', 'threat', 'they', 'will', 'growl', 'hiss', 'and', 'bare', 'their', 'teeth', 'a', 'a', 'warning']","[0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","['O', 'O', 'O', 'O', 'O', 'B-AN', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
225,"['only', 'male', 'howler', 'monkey', '“', 'howl', '”', 'female', 'never', 'make', 'these', 'loud', 'call']","[0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0]","['O', 'O', 'O', 'B-AN', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
226,"['their', 'howl', 'declares', 'their', 'territory', 'male', 'most', 'likely', 'make', 'this', 'loud', 'call', 'to', 'ward', 'off', 'potential', 'competitor', 'howler', 'monkey', 'are', 'very', 'territorial', 'so', 'they', 'do', 'not', 'want', 'anyone', 'else', 'coming', 'into', 'their', 'patch']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-AN', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
227,"['they', 'have', 'prehensile', 'tail', 'this', 'mean', 'their', 'tail', 'can', 'essentially', 'act', 'like', 'another', 'hand', 'it', 'can', 'help', 'them', 'hang', 'from', 'branch', 'or', 'grab', 'fruit', 'from', 'tree', 'the', 'tail', 'of', 'a', 'howler', 'monkey', 'can', 'support', 'it', 'entire', 'body', 'weight']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0]","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-AN', 'O', 'O', 'O', 'O', 'O', 'O']"
228,"['they', 'are', 'the', 'only', 'monkey', 'in', 'the', 'new', 'world', 'that', 'primarily', 'eat', 'leaf', 'they', 'spend', 'most', 'of', 'their', 'time', 'in', 'the', 'top', 'canopy', 'of', 'the', 'forest', 'where', 'they', 'eat', 'leaf', 'fruit', 'flower', 'and', 'nut']","[0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","['O', 'O', 'O', 'O', 'B-AN', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
229,"['guatemalan', 'howler', 'monkey', 'are', 'one', 'of', 'the', 'biggest', 'in', 'the', 'new', 'world', 'howler', 'monkey', 'are', 'some', 'of', 'the', 'biggest', 'monkey', 'in', 'the', 'new', 'world', 'and', 'the', 'guatemalan', 'howler', 'monkey', 'is', 'the', 'biggest', 'of', 'all']","[0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0]","['O', 'O', 'B-AN', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-AN', 'O', 'O', 'O', 'O', 'O', 'B-AN', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-AN', 'O', 'O', 'O', 'O', 'O']"
230,"['9', 'of', 'the', '15', 'specie', 'live', 'in', 'the', 'amazon', 'howler', 'monkey', 'are', 'an', 'iconic', 'feature', 'of', 'the', 'amazon', 'rainforest', 'where', 'they', 'live', 'high', 'up', 'in', 'the', 'canopy', 'and', 'their', 'call', 'can', 'be', 'heard', 'most', 'morning']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-AN', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
231,"['mayan', 'culture', 'viewed', 'them', 'a', 'god', 'the', 'mayan', 'often', 'depicted', 'howler', 'monkey', 'a', 'god', 'in', 'sculpture', 'and', 'they', 'featured', 'in', 'various', 'myth']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-AN', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
